,Amper1,Amper2
285,"('บ้านหมี่', 'ลพบุรี')","('เมืองลพบุรี', 'ลพบุรี')"
286,"('บ้านหมี่', 'ลพบุรี')","('โคกสำโรง', 'ลพบุรี')"
287,"('บ้านหมี่', 'ลพบุรี')","('ท่าวุ้ง', 'ลพบุรี')"
288,"('บ้านหมี่', 'ลพบุรี')","('หนองม่วง', 'ลพบุรี')"
289,"('บ้านหมี่', 'ลพบุรี')","('เมืองสิงห์บุรี', 'สิงห์บุรี')"
290,"('บ้านหมี่', 'ลพบุรี')","('อินทร์บุรี', 'สิงห์บุรี')"
291,"('บ้านหมี่', 'ลพบุรี')","('ตาคลี', 'นครสวรรค์')"
292,"('บ้านหมี่', 'ลพบุรี')","('ตากฟ้า', 'นครสวรรค์')"
293,"('ท่าหลวง', 'ลพบุรี')","('พัฒนานิคม', 'ลพบุรี')"
294,"('ท่าหลวง', 'ลพบุรี')","('ชัยบาดาล', 'ลพบุรี')"
295,"('ท่าหลวง', 'ลพบุรี')","('ลำสนธิ', 'ลพบุรี')"
296,"('ท่าหลวง', 'ลพบุรี')","('มวกเหล็ก', 'สระบุรี')"
297,"('สระโบสถ์', 'ลพบุรี')","('โคกสำโรง', 'ลพบุรี')"
298,"('สระโบสถ์', 'ลพบุรี')","('ชัยบาดาล', 'ลพบุรี')"
299,"('สระโบสถ์', 'ลพบุรี')","('หนองม่วง', 'ลพบุรี')"
300,"('สระโบสถ์', 'ลพบุรี')","('โคกเจริญ', 'ลพบุรี')"
301,"('สระโบสถ์', 'ลพบุรี')","('ศรีเทพ', 'เพชรบูรณ์')"
302,"('โคกเจริญ', 'ลพบุรี')","('ชัยบาดาล', 'ลพบุรี')"
303,"('โคกเจริญ', 'ลพบุรี')","('หนองม่วง', 'ลพบุรี')"
304,"('โคกเจริญ', 'ลพบุรี')","('สระโบสถ์', 'ลพบุรี')"
305,"('โคกเจริญ', 'ลพบุรี')","('ไพศาลี', 'นครสวรรค์')"
306,"('โคกเจริญ', 'ลพบุรี')","('วิเชียรบุรี', 'เพชรบูรณ์')"
307,"('โคกเจริญ', 'ลพบุรี')","('ศรีเทพ', 'เพชรบูรณ์')"
308,"('ลำสนธิ', 'ลพบุรี')","('ชัยบาดาล', 'ลพบุรี')"
309,"('ลำสนธิ', 'ลพบุรี')","('ท่าหลวง', 'ลพบุรี')"
310,"('ลำสนธิ', 'ลพบุรี')","('มวกเหล็ก', 'สระบุรี')"
311,"('ลำสนธิ', 'ลพบุรี')","('วิเชียรบุรี', 'เพชรบูรณ์')"
312,"('ลำสนธิ', 'ลพบุรี')","('ศรีเทพ', 'เพชรบูรณ์')"
313,"('ลำสนธิ', 'ลพบุรี')","('เทพสถิต', 'ชัยภูมิ')"
314,"('ลำสนธิ', 'ลพบุรี')","('ภักดีชุมพล', 'ชัยภูมิ')"
315,"('ลำสนธิ', 'ลพบุรี')","('ด่านขุนทด', 'นครราชสีมา')"
316,"('ลำสนธิ', 'ลพบุรี')","('สีคิ้ว', 'นครราชสีมา')"
317,"('ลำสนธิ', 'ลพบุรี')","('เทพารักษ์', 'นครราชสีมา')"
318,"('เมืองนนทบุรี', 'นนทบุรี')","('ดุสิต', 'กรุงเทพมหานคร')"
319,"('เมืองนนทบุรี', 'นนทบุรี')","('พญาไท', 'กรุงเทพมหานคร')"
320,"('เมืองนนทบุรี', 'นนทบุรี')","('ตลิ่งชัน', 'กรุงเทพมหานคร')"
321,"('เมืองนนทบุรี', 'นนทบุรี')","('ดอนเมือง', 'กรุงเทพมหานคร')"
322,"('เมืองนนทบุรี', 'นนทบุรี')","('บางพลัด', 'กรุงเทพมหานคร')"
323,"('เมืองนนทบุรี', 'นนทบุรี')","('บางซื่อ', 'กรุงเทพมหานคร')"
324,"('เมืองนนทบุรี', 'นนทบุรี')","('จตุจักร', 'กรุงเทพมหานคร')"
325,"('เมืองนนทบุรี', 'นนทบุรี')","('หลักสี่', 'กรุงเทพมหานคร')"
326,"('เมืองนนทบุรี', 'นนทบุรี')","('ทวีวัฒนา', 'กรุงเทพมหานคร')"
327,"('เมืองนนทบุรี', 'นนทบุรี')","('บางกรวย', 'นนทบุรี')"
328,"('เมืองนนทบุรี', 'นนทบุรี')","('บางใหญ่', 'นนทบุรี')"
329,"('เมืองนนทบุรี', 'นนทบุรี')","('บางบัวทอง', 'นนทบุรี')"
330,"('เมืองนนทบุรี', 'นนทบุรี')","('ปากเกร็ด', 'นนทบุรี')"
331,"('บางกรวย', 'นนทบุรี')","('พระนคร', 'กรุงเทพมหานคร')"
332,"('บางกรวย', 'นนทบุรี')","('ดุสิต', 'กรุงเทพมหานคร')"
333,"('บางกรวย', 'นนทบุรี')","('พญาไท', 'กรุงเทพมหานคร')"
334,"('บางกรวย', 'นนทบุรี')","('ตลิ่งชัน', 'กรุงเทพมหานคร')"
335,"('บางกรวย', 'นนทบุรี')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
336,"('บางกรวย', 'นนทบุรี')","('บางพลัด', 'กรุงเทพมหานคร')"
337,"('บางกรวย', 'นนทบุรี')","('บางซื่อ', 'กรุงเทพมหานคร')"
338,"('บางกรวย', 'นนทบุรี')","('ราชเทวี', 'กรุงเทพมหานคร')"
339,"('บางกรวย', 'นนทบุรี')","('ทวีวัฒนา', 'กรุงเทพมหานคร')"
340,"('บางกรวย', 'นนทบุรี')","('เมืองนนทบุรี', 'นนทบุรี')"
341,"('บางกรวย', 'นนทบุรี')","('บางใหญ่', 'นนทบุรี')"
342,"('บางกรวย', 'นนทบุรี')","('สามพราน', 'นครปฐม')"
343,"('บางกรวย', 'นนทบุรี')","('พุทธมณฑล', 'นครปฐม')"
344,"('บางใหญ่', 'นนทบุรี')","('ตลิ่งชัน', 'กรุงเทพมหานคร')"
345,"('บางใหญ่', 'นนทบุรี')","('ทวีวัฒนา', 'กรุงเทพมหานคร')"
346,"('บางใหญ่', 'นนทบุรี')","('เมืองนนทบุรี', 'นนทบุรี')"
347,"('บางใหญ่', 'นนทบุรี')","('บางกรวย', 'นนทบุรี')"
348,"('บางใหญ่', 'นนทบุรี')","('บางบัวทอง', 'นนทบุรี')"
349,"('บางใหญ่', 'นนทบุรี')","('ไทรน้อย', 'นนทบุรี')"
350,"('บางใหญ่', 'นนทบุรี')","('ปากเกร็ด', 'นนทบุรี')"
351,"('บางใหญ่', 'นนทบุรี')","('บางเลน', 'นครปฐม')"
352,"('บางใหญ่', 'นนทบุรี')","('สามพราน', 'นครปฐม')"
353,"('บางใหญ่', 'นนทบุรี')","('พุทธมณฑล', 'นครปฐม')"
354,"('บางบัวทอง', 'นนทบุรี')","('เมืองนนทบุรี', 'นนทบุรี')"
355,"('บางบัวทอง', 'นนทบุรี')","('บางใหญ่', 'นนทบุรี')"
356,"('บางบัวทอง', 'นนทบุรี')","('ไทรน้อย', 'นนทบุรี')"
357,"('บางบัวทอง', 'นนทบุรี')","('ปากเกร็ด', 'นนทบุรี')"
358,"('บางบัวทอง', 'นนทบุรี')","('เมืองปทุมธานี', 'ปทุมธานี')"
359,"('บางบัวทอง', 'นนทบุรี')","('ลาดหลุมแก้ว', 'ปทุมธานี')"
360,"('บางบัวทอง', 'นนทบุรี')","('พุทธมณฑล', 'นครปฐม')"
361,"('ไทรน้อย', 'นนทบุรี')","('ลาดบัวหลวง', 'พระนครศรีอยุธยา')"
362,"('ไทรน้อย', 'นนทบุรี')","('บางใหญ่', 'นนทบุรี')"
363,"('ไทรน้อย', 'นนทบุรี')","('บางบัวทอง', 'นนทบุรี')"
364,"('ไทรน้อย', 'นนทบุรี')","('ลาดหลุมแก้ว', 'ปทุมธานี')"
365,"('ไทรน้อย', 'นนทบุรี')","('นครชัยศรี', 'นครปฐม')"
